NAME;LUN;LUN_REDUCED;NAMETYPE;FACE;IAU_DIAMETER;IAU_CENTER_LATITUDE;IAU_CENTER_LONGITUDE;
Lunar formations database V2.1;� Copyright Christian Legrand;
For personal use only;
MARCONI;AA0948S14520E;0948S14520;AA;Face cachée;72.8767;-9.48118821507252;145.202463695993;
MARE INGENII;ME3325S16483E;3325S16483;ME;Face cachée;282.204;-33.2457950699999;164.826818972;
MARE MOSCOVIENSE;ME2728N14812E;2728N14812;ME;Face cachée;275.57;27.281589339;148.122479065;
MARIOTTE;AA2846S13906W;2846S13906;AA;Face cachée;70.2722;-28.4566981257521;220.936056974912;
MAUNDER;AA1452S09388W;1452S09388;AA;Zone des librations;53.7978;-14.5249656040787;266.124540671641;
MAXWELL;AA2990N09853E;2990N09853;AA;Zone des librations;109.241;29.90480073273;98.5255609997453;
MCADIE;AA0211N09222E;0211N09222;AA;Zone des librations;41.0026;2.10969875298737;92.2182183301384;
MCAULIFFE;AA3324S14977W;3324S14977;AA;Face cachée;19.1128;-33.243289241411;210.227995316972;
MCCOOL;AA4128S14626W;4128S14626;AA;Face cachée;20.4697;-41.2778731262922;213.743807849316;
MCKELLAR;AA1572S17086W;1572S17086;AA;Face cachée;50.1634;-15.7181157891663;189.138175401676;
MCLAUGHLIN;AA4701N09283W;4701N09283;AA;Zone des librations;75.2903;47.0081269624717;267.172307049026;
MCMATH;AA1663N16609W;1663N16609;AA;Face cachée;88.5847;16.63028369174;193.908247752598;
MCNAIR;AA3593S14795W;3593S14795;AA;Face cachée;32.0166;-35.930098942035;212.048091505764;
MCNALLY;AA2250N12765W;2250N12765;AA;Face cachée;47.0322;22.4958870892878;232.348506914093;
MECHNIKOV;AA1047S14899W;1047S14899;AA;Face cachée;58.8266;-10.4739966896842;211.014881860996;
MEES;AA1357N09618W;1357N09618;AA;Zone des librations;51.5514;13.5700153380572;263.819734249906;
MEGGERS;AA2430N12294E;2430N12294;AA;Face cachée;51.1555;24.3005615535404;122.941126542506;
MEITNER;AA1087S11310E;1087S11310;AA;Face cachée;87.2727;-10.8714852797969;113.1040120973;
MELISSA;AA0812N12178E;0812N12178;AA;Face cachée;17.208;8.12215776606732;121.777679451256;
MENDEL;AA4883S10986W;4883S10986;AA;Face cachée;139.651;-48.8281603062006;250.138721356072;
MENDELEEV;AA0538N14117E;0538N14117;AA;Face cachée;325.127;5.37536414921502;141.16756055614;
MERRILL;AA7483N11745W;7483N11745;AA;Face cachée;56.9912;74.830018896404;242.552220609412;
MESHCHERSKIY;AA1211N12553E;1211N12553;AA;Face cachée;65.9445;12.1061146813832;125.526392650651;
MEZENTSEV;AA7177N12964W;7177N12964;AA;Face cachée;84.5107;71.771152684781;230.363857075604;
MICHELSON;AA0672N12155W;0672N12155;AA;Face cachée;123.143;6.72462547945422;238.453981383305;
MILANKOVIC;AA7653N17135E;7653N17135;AA;Face cachée;94.2107;76.5263257462646;171.351377483865;
MILLIKAN;AA4676N12152E;4676N12152;AA;Face cachée;93.9725;46.7599388494692;121.515222734205;
MILLS;AA0854N15574E;0854N15574;AA;Face cachée;35.6545;8.54470303206558;155.740872409024;
MILNE;AA3100S11278E;3100S11278;AA;Face cachée;259.969;-31.0029501833234;112.782056067282;
MINEUR;AA2467N16173W;2467N16173;AA;Face cachée;72.2836;24.6656353584651;198.270172162462;
MINKOWSKI;AA5613S14580W;5613S14580;AA;Face cachée;107.513;-56.1291439058037;214.198886147721;
MINNAERT;AA6754S17857E;6754S17857;AA;Face cachée;137.312;-67.5364774039652;178.568594930498;
MITRA;AA1776N15465W;1776N15465;AA;Face cachée;97.0961;17.7644024072599;205.348591324083;
MOBIUS;AA1563N10113E;1563N10113;AA;Face cachée;48.9582;15.6323173262921;101.130752766232;
MOHOROVICIC;AA1873S16483W;1873S16483;AA;Face cachée;49.9682;-18.7304781409406;195.1682732453;
MOISEEV;AA0944N10326E;0944N10326;AA;Face cachée;61.556;9.44116693299266;103.25617260962;
MOISSAN;AA0477N13745E;0477N13745;AA;Face cachée;22.4457;4.77079019171141;137.44855535796;
MONS ANDRE;MO0518N12056E;0518N12056;MO;Face cachée;10.5167;5.182726444428;120.560323620643;
MONS ARDESHIR;MO0503N12104E;0503N12104;MO;Face cachée;7.10125;5.02589548018898;121.041715264565;
MONS DIETER;MO0500N12030E;0500N12030;MO;Face cachée;20.4113;4.9966969300936;120.297749369548;
MONS DILIP;MO0558N12087E;0558N12087;MO;Face cachée;1.36893;5.58261893794639;120.866579339226;
MONS GANAU;MO0479N12059E;0479N12059;MO;Face cachée;13.4931;4.79192802997779;120.588814227203;
MONTGOLFIER;AA4706N16008W;4706N16008;AA;Face cachée;83.7144;47.0559741668979;199.918315085469;
MOORE;AA3725N17755W;3725N17755;AA;Face cachée;52.6646;37.2515442217402;182.450208510422;
MOROZOV;AA0462N12733E;0462N12733;AA;Face cachée;41.0121;4.6188228363046;127.326392468319;
MORSE;AA2190N17529W;2190N17529;AA;Face cachée;72.766;21.8967481423949;184.709449252394;
MOSELEY;AA2095N09020W;2095N09020;AA;Zone des librations;88.889;20.9543459951312;269.79918237858;
MOULTON;AA6091S09757E;6091S09757;AA;Zone des librations;54.7043;-60.9081310315164;97.5677583454286;
MURAKAMI;AA2338S14097W;2338S14097;AA;Face cachée;44.5187;-23.3826147116905;219.029690798864;
NAGAOKA;AA1951N15405E;1951N15405;AA;Face cachée;50.5445;19.5066454677217;154.047679737215;
NANSEN;AA8117N09538E;8117N09538;AA;Zone des librations;116.9;81.170758100282;95.3805314685637;
NASSAU;AA2491S17734E;2491S17734;AA;Face cachée;75.8006;-24.9136880573333;177.337023515408;
NECHO;AA0525S12324E;0525S12324;AA;Face cachée;36.8652;-5.2482507719331;123.244452723141;
NEFED EV;AA8107S13577E;8107S13577;AA;Face cachée;52.9355;-81.0718898259237;135.772307795085;
NERNST;AA3557N09464W;3557N09464;AA;Zone des librations;121.523;35.5701872341174;265.363833694318;
NEUJMIN;AA2668S12517E;2668S12517;AA;Face cachée;97.0335;-26.6795263568465;125.174475609155;
NIEPCE;AA7220N12015W;7220N12015;AA;Face cachée;59.6873;72.1983761769618;239.853167528464;
NIJLAND;AA3319N13417E;3319N13417;AA;Face cachée;35.4581;33.1944063069775;134.168152043638;
NIKOLAEV;AA3508N15128E;3508N15128;AA;Face cachée;42.6702;35.0798514418333;151.280248217792;
NISHINA;AA4457S17080W;4457S17080;AA;Face cachée;62.1253;-44.5739447403973;189.202213098834;
NOBEL;AA1473N10139W;1473N10139;AA;Face cachée;50.8664;14.7329533417425;258.610462475421;
NOETHER;AA6635N11418W;6635N11418;AA;Face cachée;64.7991;66.3453101747429;245.8232736581;
NUMEROV;AA7052S16220W;7052S16220;AA;Face cachée;105.387;-70.5180387672725;197.799720123331;
NUNN;AA0462N09115E;0462N09115;AA;Zone des librations;18.4937;4.61507623149768;91.1462619545752;
NUSL;AA3219N16745E;3219N16745;AA;Face cachée;60.5788;32.1935263854885;167.450603480315;
O'DAY;AA3042S15729E;3042S15729;AA;Face cachée;70.4056;-30.4238458964442;157.293354950258;
OBERTH;AA6249N15484E;6249N15484;AA;Face cachée;49.5212;62.4926231699604;154.838047936515;
OBRUCHEV;AA3867S16243E;3867S16243;AA;Face cachée;72.2255;-38.6671038602968;162.429714600119;
OHM;AA1832N11378W;1832N11378;AA;Face cachée;61.7548;18.3204645761257;246.224155873023;
OLCOTT;AA2057N11779E;2057N11779;AA;Face cachée;79.9378;20.5729842722324;117.788271854573;
OLIVIER;AA5872N13844E;5872N13844;AA;Face cachée;78.4507;58.7226691778584;138.443385115533;
OMAR KHAYYAM;AA5821N10222W;5821N10222;AA;Face cachée;68.6393;58.209775156264;257.78337603794;
ONIZUKA;AA3638S14979W;3638S14979;AA;Face cachée;26.8828;-36.377338436043;210.211576674962;
OPPENHEIMER;AA3532S16603W;3532S16603;AA;Face cachée;201.165;-35.3186623514519;193.965105337745;
ORESME;AA4261S16922E;4261S16922;AA;Face cachée;82.0508;-42.6145126312021;169.223575742836;
ORLOV;AA2577S17508W;2577S17508;AA;Face cachée;72.9267;-25.7685270354982;184.919304847838;
OSTWALD;AA1024N12195E;1024N12195;AA;Face cachée;108.126;10.2351309311566;121.947796223539;
PANETH;AA6260N09463W;6260N09463;AA;Zone des librations;60.9161;62.5963098420784;265.365832547146;
PANNEKOEK;AA0420S14069E;0420S14069;AA;Face cachée;67.5018;-4.19865984854696;140.693731660466;
PAPALEKSI;AA1015N16395E;1015N16395;AA;Face cachée;92.0334;10.1450901804058;163.947329831532;
PARACELSUS;AA2292S16344E;2292S16344;AA;Face cachée;85.8795;-22.9226450742666;163.443427311696;
PARASKEVOPOULOS;AA5009N15034W;5009N15034;AA;Face cachée;98.8745;50.0930729609939;209.655180980312;
PARENAGO;AA2588N10891W;2588N10891;AA;Face cachée;94.5699;25.8773648042925;251.088886431601;
PARKHURST;AA3329S10369E;3329S10369;AA;Face cachée;93.0831;-33.2850799182555;103.693493097513;
PARSONS;AA3725N17116W;3725N17116;AA;Face cachée;41.1241;37.2466643461544;188.840622247164;
PASCHEN;AA1406S14053W;1406S14053;AA;Face cachée;127.358;-14.0578558554887;219.47201885843;
PASTEUR;AA1158S10491E;1158S10491;AA;Face cachée;232.766;-11.5769342647147;104.907817002551;
PATSAEV;AA1677S13360E;1677S13360;AA;Face cachée;55.2501;-16.7738099267786;133.598302026215;
PAULI;AA4476S13735E;4476S13735;AA;Face cachée;95.2759;-44.7587786203095;137.35008979211;
PAVLOV;AA2828S14240E;2828S14240;AA;Face cachée;143.053;-28.2841904271086;142.400991415041;
PAWSEY;AA4424N14529E;4424N14529;AA;Face cachée;59.9787;44.238312915434;145.293930002113;
PEASE;AA1251N10630W;1251N10630;AA;Face cachée;40.8395;12.5120150059987;253.695419443425;
PEREL'MAN;AA2405S10601E;2405S10601;AA;Face cachée;48.8678;-24.0521754283777;106.012220413635;
PEREPELKIN;AA0999S12880E;0999S12880;AA;Face cachée;88.7428;-9.98912844615733;128.800160852851;
PERKIN;AA4702N17573W;4702N17573;AA;Face cachée;62.4757;47.0170255179661;184.273026044075;
PERRINE;AA4211N12795W;4211N12795;AA;Face cachée;87.414;42.111247739687;232.054732354156;
PETRIE;AA4514N10847E;4514N10847;AA;Face cachée;32.861;45.1422339061096;108.465972088001;
PETROPAVLOVSKIY;AA3692N11528W;3692N11528;AA;Face cachée;64.065;36.9242012708257;244.724324333723;
PETZVAL;AA6273S11083W;6273S11083;AA;Face cachée;93.472;-62.7289859638131;249.169520882204;
PIKEL'NER;AA4837S12425E;4837S12425;AA;Face cachée;40.959;-48.3681704430251;124.247347472221;
PIRQUET;AA2034S13993E;2034S13993;AA;Face cachée;62.143;-20.34431472343;139.925367283834;
PIZZETTI;AA3506S11929E;3506S11929;AA;Face cachée;53.467;-35.0632877650265;119.289145327029;
PLANCK;AA5727S13534E;5727S13534;AA;Face cachée;319.459;-57.2721475801299;135.337430162122;
PLANTE;AA1022S16326E;1022S16326;AA;Face cachée;36.7982;-10.2181434525465;163.256194638331;
PLASKETT;AA8163N17671E;8163N17671;AA;Face cachée;114.342;81.6332308176106;176.714692284287;
PLUMMER;AA2462S15486W;2462S15486;AA;Face cachée;75.7015;-24.6233104477416;205.143074006346;
POCZOBUTT;AA5727N09923W;5727N09923;AA;Zone des librations;212.355;57.2677644398286;260.766831088202;
POGSON;AA4238S11111E;4238S11111;AA;Face cachée;40.8744;-42.3785328478359;111.113690593275;
POINCARE;AA5686S16399E;5686S16399;AA;Face cachée;345.988;-56.8622857991204;163.994533758901;
POINSOT;AA7890N14621W;7890N14621;AA;Face cachée;65.11;78.901970629917;213.785022959114;
POLZUNOV;AA2557N11501E;2557N11501;AA;Face cachée;66.5254;25.5674599818162;115.00819116885;
POPOV;AA1693N09938E;1693N09938;AA;Zone des librations;71.3952;16.9336218007887;99.3759476914497;
POYNTING;AA1750N13338W;1750N13338;AA;Face cachée;127.548;17.501638835324;226.624451611683;
PRAGER;AA0399S13078E;0399S13078;AA;Face cachée;53.8958;-3.99090592661053;130.781502719812;
PRANDTL;AA5962S14154E;5962S14154;AA;Face cachée;87.5348;-59.6192857227772;141.541529986918;
PRIESTLEY;AA5671S10847E;5671S10847;AA;Face cachée;54.8807;-56.7100050500498;108.472428861442;
PURKYNE;AA0154S09486E;0154S09486;AA;Zone des librations;50.2946;-1.53550117925054;94.8606292941419;
QUETELET;AA4266N13530W;4266N13530;AA;Face cachée;54.7685;42.6578095256086;224.697800881603;
RACAH;AA1350S17987W;1350S17987;AA;Face cachée;71.9116;-13.502830914541;180.13073998269;
RAIMOND;AA1478N15963W;1478N15963;AA;Face cachée;68.3657;14.7791416222472;200.370643799954;
RAMON;AA4123S14808W;4123S14808;AA;Face cachée;17.2344;-41.2280112829945;211.922099484089;
RAMSAY;AA4002S14504E;4002S14504;AA;Face cachée;61.283;-40.020212568858;145.041597729361;
RASPLETIN;AA2241S15175E;2241S15175;AA;Face cachée;45.5195;-22.4061150652277;151.750967770468;
RAYET;AA4465N11450E;4465N11450;AA;Face cachée;27.7567;44.6517160763644;114.503592001722;
RAZUMOV;AA3895N11463W;3895N11463;AA;Face cachée;75.0793;38.9498159420832;245.370349361282;
RECHT;AA0976N12399E;0976N12399;AA;Face cachée;19.96;9.76128664285786;123.994932787645;
RESNIK;AA3415S15084W;3415S15084;AA;Face cachée;22.1643;-34.1502022632304;209.164334402402;
RICCO;AA7492N17705E;7492N17705;AA;Face cachée;65.8253;74.9179556787018;177.051894283444;
RICHARDS;AA0770N14009E;0770N14009;AA;Face cachée;16.7978;7.703298243351;140.094940506669;
RICHARDSON;AA3093N09989E;3093N09989;AA;Zone des librations;162.564;30.9256968148125;99.8918794445586;
RIEDEL;AA4889S14005W;4889S14005;AA;Face cachée;49.1415;-48.8880805711125;219.952646893351;
RIMA SIEGFRIED;RI2582S10301E;2582S10301;RI;Face cachée;13.9583;-25.8219984820584;103.006710858528;
RIMAE FOCAS;RI2768S09754W;2768S09754;RI;Zone des librations;61;-27.6803448011446;262.458545319381;
RIMAE PETTIT;RI2522S09363W;2522S09363;RI;Zone des librations;320;-25.2189049795736;266.37042501875;
RITTENHOUSE;AA7425S10707E;7425S10707;AA;Face cachée;27.5015;-74.2481750090456;107.066773935273;
RITZ;AA1537S09238E;1537S09238;AA;Zone des librations;53.7673;-15.3700890972123;92.3847866683702;
ROBERTS;AA7066N17425W;7066N17425;AA;Face cachée;89.3732;70.6621474203182;185.754522453711;
ROBERTSON;AA2184N10537W;2184N10537;AA;Face cachée;89.8544;21.8408089777879;254.63496768491;
ROCHE;AA4237S13654E;4237S13654;AA;Face cachée;152.672;-42.365193334808;136.541339907596;
ROMEO;AA0753N12268E;0753N12268;AA;Face cachée;7.15349;7.52739082209137;122.682959648303;
RONTGEN;AA3288N09142W;3288N09142;AA;Zone des librations;128.424;32.8791474949765;268.575533107785;
ROSSELAND;AA4082S13068E;4082S13068;AA;Face cachée;67.6567;-40.8197827705966;130.683060102844;
ROWLAND;AA5698N16248W;5698N16248;AA;Face cachée;166.117;56.9820683315608;197.517056275999;
ROZHDESTVENSKIY;AA8499N15789W;8499N15789;AA;Face cachée;181.151;84.9943120113763;202.107639149108;
RUMFORD;AA2881S16980W;2881S16980;AA;Face cachée;60.8294;-28.8112949403042;190.19846582553;
RUTHERFORD;AA1056N13709E;1056N13709;AA;Face cachée;15.9751;10.5637042070226;137.091742891288;
RYDBERG;AA4643S09643W;4643S09643;AA;Zone des librations;48.0303;-46.4309502254328;263.573009875081;
RYDER;AA4387S14330E;4387S14330;AA;Face cachée;15.5485;-43.8747119361306;143.299400398653;
RYNIN;AA4678N10373W;4678N10373;AA;Face cachée;77.8825;46.7840960774224;256.268588141253;
SAENGER;AA0449N10280E;0449N10280;AA;Face cachée;74.5691;4.48514554640805;102.802355554684;
SAFARIK;AA1044N17670E;1044N17670;AA;Face cachée;31.4212;10.4390293215463;176.703804947068;
SAHA;AA0169S10304E;0169S10304;AA;Face cachée;103.341;-1.68654134386412;103.040663332644;
SANFORD;AA3238N13921W;3238N13921;AA;Face cachée;55.0915;32.3769098217857;220.794288710893;
SARTON;AA4912N12114W;4912N12114;AA;Face cachée;71.3348;49.120372109198;238.859079458559;
SCALIGER;AA2726S10914E;2726S10914;AA;Face cachée;86.3964;-27.2551120216874;109.144549923871;
SCHAEBERLE;AA2633S11771E;2633S11771;AA;Face cachée;56.7406;-26.3251666862122;117.708102713643;
SCHJELLERUP;AA6904N15824E;6904N15824;AA;Face cachée;62.8232;69.0377872466667;158.244652690812;
SCHLESINGER;AA4712N13898W;4712N13898;AA;Face cachée;97.2758;47.1209188608381;221.019276120683;
SCHLIEMANN;AA0199S15512E;0199S15512;AA;Face cachée;77.4013;-1.99002253172584;155.123238204643;
SCHNELLER;AA4134N16373W;4134N16373;AA;Face cachée;56.873;41.3352572332684;196.27300047006;
SCHONFELD;AA4476N09800W;4476N09800;AA;Zone des librations;24.5719;44.7601207929143;261.999092865783;
SCHRODINGER;AA7473S13293E;7473S13293;AA;Face cachée;316.388;-74.7325573843204;132.925231817873;
SCHUSTER;AA0444N14642E;0444N14642;AA;Face cachée;100.082;4.44333793356605;146.424338019367;
SCHWARZSCHILD;AA7008N12157E;7008N12157;AA;Face cachée;211.421;70.0801603250639;121.567176845435;
SCOBEE;AA3136S14964W;3136S14964;AA;Face cachée;41.5328;-31.3580073923423;210.356326563255;
SEARES;AA7374N14723E;7374N14723;AA;Face cachée;99.5024;73.7381572129828;147.233779875549;
SECHENOV;AA0697S14309W;0697S14309;AA;Face cachée;63.7975;-6.97314928465036;216.91129667166;
SEGERS;AA4699N12752E;4699N12752;AA;Face cachée;17.2767;46.9932622228613;127.515321028412;
SEIDEL;AA3265S15247E;3265S15247;AA;Face cachée;55.3903;-32.6543287171967;152.470316354446;
SEYFERT;AA2926N11434E;2926N11434;AA;Face cachée;102.626;29.2636893188986;114.335021802853;
SHACKLETON;AA8967S12978E;8967S12978;AA;Face cachée;20.925;-89.6673105927167;129.783353333877;
SHAHINAZ;AA0758N12242E;0758N12242;AA;Face cachée;15.9949;7.58034454415136;122.423409899734;
SHARONOV;AA1237N17310E;1237N17310;AA;Face cachée;75.1219;12.3727753537355;173.099463562848;
SHATALOV;AA2426N14048E;2426N14048;AA;Face cachée;24.0462;24.2608845289876;140.47753567788;
SHAYN;AA3252N17242E;3252N17242;AA;Face cachée;92.9041;32.515836201543;172.415967849859;
SHERRINGTON;AA1113S11800E;1113S11800;AA;Face cachée;18.803;-11.1281163829464;118.000349584971;
SHI SHEN;AA7578N10413E;7578N10413;AA;Face cachée;46.5186;75.7846690957994;104.134798917835;
SHIRAKATSI;AA1218S12856E;1218S12856;AA;Face cachée;48.1342;-12.183625526595;128.558950909585;
SHTERNBERG;AA1938N11682W;1938N11682;AA;Face cachée;74.3634;19.3773193505431;243.181402599522;
SHULEYKIN;AA2711S09267W;2711S09267;AA;Zone des librations;14.6679;-27.1061976096893;267.325654874916;
SIEDENTOPF;AA2205N13508E;2205N13508;AA;Face cachée;62.7037;22.0475285337589;135.084075544959;
SIERPINSKI;AA2693S15481E;2693S15481;AA;Face cachée;66.9428;-26.9348635025207;154.809611612458;
SIKORSKY;AA6589S10365E;6589S10365;AA;Face cachée;97.668;-65.8870452423497;103.646230775907;
SISAKYAN;AA4107N10913E;4107N10913;AA;Face cachée;35.5987;41.0738299980473;109.127507464281;
SITA;AA0461N12070E;0461N12070;AA;Face cachée;1.59484;4.61327093133962;120.700292989077;
SKLODOWSKA;AA1804S09615E;1804S09615;AA;Zone des librations;125.551;-18.0351703973855;96.1496423017873;
SLIPHER;AA4928N16027E;4928N16027;AA;Face cachée;74.646;49.2789850483002;160.268300183575;
SMITH;AA3179S15101W;3179S15101;AA;Face cachée;32.8661;-31.7877568443334;208.992313088692;
SMOLUCHOWSKI;AA6022N09691W;6022N09691;AA;Zone des librations;84.2635;60.2218735437798;263.092392197896;
SNIADECKI;AA2229S16884W;2229S16884;AA;Face cachée;41.1301;-22.2873359201512;191.159284503008;
SODDY;AA0045N12177E;0045N12177;AA;Face cachée;40.7912;0.448297978418592;121.765290458161;
SOMMERFELD;AA6483N16154W;6483N16154;AA;Face cachée;150.886;64.8297795032725;198.455032251155;
SPENCER JONES;AA1306N16584E;1306N16584;AA;Face cachée;88.1919;13.0588215038826;165.839702649238;
ST JOHN;AA1007N14998E;1007N14998;AA;Face cachée;66.7417;10.071616043166;149.982322686513;
STARK;AA2543S13459E;2543S13459;AA;Face cachée;47.7197;-25.4263689463591;134.590007897886;
STEARNS;AA3468N16260E;3468N16260;AA;Face cachée;38.9411;34.6828137968079;162.604705416544;
STEBBINS;AA6436N14264W;6436N14264;AA;Face cachée;129.742;64.3626965912613;217.359359081963;
STEFAN;AA4633N10877W;4633N10877;AA;Face cachée;112.184;46.3319041868827;251.225578559789;
STEIN;AA0700N17911E;0700N17911;AA;Face cachée;30.7223;6.99517663104997;179.106848746866;
STEKLOV;AA3673S10505W;3673S10505;AA;Face cachée;36.6078;-36.7313158630034;254.949567581934;
STENO;AA3261N16178E;3261N16178;AA;Face cachée;32.2937;32.606907566547;161.777219791775;
STERNFELD;AA1975S14227W;1975S14227;AA;Face cachée;109.802;-19.7506353752879;217.732690473689;
STETSON;AA3958S11820W;3958S11820;AA;Face cachée;63.1239;-39.5792558495286;241.804433854007;
STOLETOV;AA4482N15550W;4482N15550;AA;Face cachée;42.4316;44.8207319613428;204.498370862206;
STONEY;AA5558S15638W;5558S15638;AA;Face cachée;47.5111;-55.5754860029573;203.621503441362;
STORMER;AA5714N14665E;5714N14665;AA;Face cachée;68.6248;57.1387257083533;146.648452876367;
STRATTON;AA0560S16470E;0560S16470;AA;Face cachée;69.7633;-5.60357821915175;164.702081553227;
STROMGREN;AA2174S13237W;2174S13237;AA;Face cachée;62.1745;-21.7398110434455;227.632284795543;
SUBBOTIN;AA2932S13571E;2932S13571;AA;Face cachée;71.6626;-29.3249356390186;135.705183879842;
SUMNER;AA3762N10876E;3762N10876;AA;Face cachée;52.8693;37.6175897227073;108.762064276504;
SUNDMAN;AA1076N09169W;1076N09169;AA;Zone des librations;41.0375;10.7554139145505;268.306683071727;
SVERDRUP;AA8832S15339W;8832S15339;AA;Face cachée;32.8267;-88.3208982976655;206.612535431882;
SWANN;AA5196N11252E;5196N11252;AA;Face cachée;42.1822;51.9571047655069;112.521211215613;
SZILARD;AA3371N10578E;3371N10578;AA;Face cachée;127.224;33.7051418521009;105.783219282654;
TAMM;AA0432S14638E;0432S14638;AA;Face cachée;40.5429;-4.32010828878541;146.381621070557;
TEISSERENC;AA3196N13628W;3196N13628;AA;Face cachée;62.3085;31.9628675431802;223.724847523217;
TEN BRUGGENCATE;AA0958S13466E;0958S13466;AA;Face cachée;59.9511;-9.57649819716726;134.664852234376;
TERESHKOVA;AA2821N14384E;2821N14384;AA;Face cachée;31.3314;28.2106852994513;143.843946995637;
TESLA;AA3836N12473E;3836N12473;AA;Face cachée;41.1493;38.3641329464307;124.725138300705;
THIEL;AA4017N13456W;4017N13456;AA;Face cachée;35.6743;40.1709793734023;225.438620862257;
THIESSEN;AA7486N16950W;7486N16950;AA;Face cachée;66.391;74.857613172673;190.495878980904;
THOMSON;AA3232S16604E;3232S16604;AA;Face cachée;117.253;-32.3182847739551;166.04173532949;
TIKHOMIROV;AA2420N16133E;2420N16133;AA;Face cachée;86.4277;24.1988484813803;161.332939132053;
TIKHOV;AA6166N17229E;6166N17229;AA;Face cachée;83.9652;61.6625905812309;172.293463453843;
TILING;AA5285S13311W;5285S13311;AA;Face cachée;38.23;-52.854915698432;226.888866575432;
TIMIRYAZEV;AA0509S14715W;0509S14715;AA;Face cachée;52.1549;-5.08662274483377;212.853289392819;
TISELIUS;AA0689N17670E;0689N17670;AA;Face cachée;53.7497;6.89280648498115;176.703095111758;
TITIUS;AA2675S10066E;2675S10066;AA;Face cachée;68.4188;-26.7475310259635;100.663395426977;
TITOV;AA2855N15029E;2855N15029;AA;Face cachée;29.6064;28.5505169339469;150.285200748322;
TRUMPLER;AA2933N16714E;2933N16714;AA;Face cachée;76.1677;29.3264055529611;167.135068228207;
TSANDER;AA0539N14969W;0539N14969;AA;Face cachée;159.945;5.39352406126721;210.306879218766;
TSERASKIY;AA4866S14264E;4866S14264;AA;Face cachée;65.5916;-48.6598937437695;142.635494572579;
TSINGER;AA5654N17571E;5654N17571;AA;Face cachée;44.2149;56.5362703016593;175.710039690489;
TSIOLKOVSKIY;AA2038S12897E;2038S12897;AA;Face cachée;184.389;-20.3788887070885;128.971538905046;
TSU CHUNG-CHI;AA1716N14516E;1716N14516;AA;Face cachée;28.5314;17.1646858895742;145.159324105997;
TYNDALL;AA3520S11764E;3520S11764;AA;Face cachée;20.943;-35.2009452177769;117.644210452824;
VALIER;AA0665N17426E;0665N17426;AA;Face cachée;65.0605;6.65484455553739;174.264252030564;
VALLIS PLANCK;VA5726S12616E;5726S12616;VA;Face cachée;502.899;-57.2648914658856;126.155869395508;
VALLIS SCHRODINGER;VA6652S10488E;6652S10488;VA;Face cachée;301.715;-66.5184919995253;104.88075292381;
VAN DE GRAAFF;AA2704S17201E;2704S17201;AA;Face cachée;240.467;-27.0413455272294;172.007971864471;
VAN DEN BERGH;AA3091N15921W;3091N15921;AA;Face cachée;43.4159;30.9095921764695;200.791922636684;
VAN DEN BOS;AA0526S14595E;0526S14595;AA;Face cachée;25.1834;-5.26023219421306;145.953654151189;
VAN DER WAALS;AA4356S11998E;4356S11998;AA;Face cachée;113.366;-43.5564488953067;119.980597628132;
VAN GENT;AA1542N16027E;1542N16027;AA;Face cachée;44.372;15.421712879632;160.270730393548;
VAN MAANEN;AA3603N12818E;3603N12818;AA;Face cachée;46.4248;36.031934244049;128.177580662809;
VAN RHIJN;AA5247N14637E;5247N14637;AA;Face cachée;46.1566;52.4668257958344;146.367816287074;
VAN WIJK;AA6250S11906E;6250S11906;AA;Face cachée;31.0604;-62.4955379104343;119.056492708125;
VAN'T HOFF;AA6175N13268W;6175N13268;AA;Face cachée;107.3;61.7493234444017;227.317752833998;
VASHAKIDZE;AA4365N09301E;4365N09301;AA;Zone des librations;44.9933;43.6533054712275;93.0137279708898;
VAVILOV;AA0087S13877W;0087S13877;AA;Face cachée;98.2171;-0.870116479711767;221.226917704892;
VENING MEINESZ;AA0010S16251E;0010S16251;AA;Face cachée;88.6919;-0.101995670753575;162.507822298468;
VENTRIS;AA0477S15797E;0477S15797;AA;Face cachée;100.736;-4.77364982826115;157.966872436949;
VERNADSKIY;AA2311N13043E;2311N13043;AA;Face cachée;91.9694;23.1138700383531;130.425647828431;
VERTREGT;AA1930S17112E;1930S17112;AA;Face cachée;172.759;-19.299904477418;171.120275168689;
VESALIUS;AA0323S11479E;0323S11479;AA;Face cachée;64.6462;-3.23124931171078;114.793620112292;
VESTINE;AA3387N09368E;3387N09368;AA;Zone des librations;97.8084;33.8709588732519;93.6785123012117;
VETCHINKIN;AA0977N13108E;0977N13108;AA;Face cachée;94.2899;9.76850255984352;131.075074627142;
VIL'EV;AA0576S14439E;0576S14439;AA;Face cachée;45.8255;-5.75605548001408;144.392353031545;
VIRTANEN;AA1564N17674E;1564N17674;AA;Face cachée;39.6468;15.6429807368962;176.736760829527;
VIVIANI;AA0516N11715E;0516N11715;AA;Face cachée;26.9442;5.16221952768236;117.151846946459;
VOLKOV;AA1362S13167E;1362S13167;AA;Face cachée;40.8411;-13.6189271609227;131.665221134527;
VOLTERRA;AA5655N13164E;5655N13164;AA;Face cachée;55.0963;56.5540654591729;131.643241373556;
VON BEKESY;AA5192N12673E;5192N12673;AA;Face cachée;96.2466;51.9230372815642;126.733896269972;
